states in environment: 5
example #,theoretical SI,SI using MI formula,SI using simluated steady state time slice,2,34,5,6,7,8,9,10
example: 1,0.18680122462245904,0.18210237731769538,0.1885994552801491,0.061026071821152064,0.059536032304878216,0.10839731916353218,0.1476866742651424,0.15156444570301372,0.16166119259002493,0.16443771266589358,0.1628408653158892,0.17558020152500478
example: 1,0.18680122462245904,0.21195557517119698,0.18589149102751654,0.06294784836199717,0.056839034360234575,0.110444441335515,0.15197145276414853,0.15238726054438173,0.15655389147915627,0.16056782015989313,0.16837435891099395,0.17389798540594195
example: 1,0.18680122462245904,0.20834291055970386,0.18632257656748938,0.061692480911666514,0.05545109890689573,0.10532849661661725,0.14430690600193882,0.15640160849980764,0.1579976756182102,0.16227121606847558,0.17094633391725508,0.17398511404493028
example: 1,0.18680122462245904,0.18735355332819428,0.18708043257862098,0.06082383715852244,0.059277991608195704,0.10597921929990597,0.14698460807469127,0.15650495660157565,0.16157448307702066,0.16828501040340732,0.16882647603427375,0.17427511895549064
example: 1,0.18680122462245904,0.21315417729544925,0.1884053259030563,0.05850468903243354,0.05574290135281746,0.10445697598479546,0.14491875587804576,0.15545896581340402,0.15959408548952803,0.16752116740072034,0.1708031478172297,0.17295396846115957
example: 1,0.18680122462245904,0.17135811847672616,0.18531001941271763,0.05978923484146772,0.05674979480387898,0.10863115386387523,0.14757694221552073,0.154615718942937,0.16314167571735155,0.1619696164342604,0.16687150837117196,0.1709821397684967
example: 1,0.18680122462245904,0.17768521502405732,0.1840389980137481,0.06279645928999987,0.056478013349650996,0.10750206690951937,0.15196305577256758,0.1507004876378935,0.1629582966922506,0.160382979536994,0.17076408631876824,0.17435650490132537
example: 1,0.18680122462245904,0.1721154996605376,0.1878290749350766,0.06126099372311214,0.05848910889371567,0.10742297125116285,0.14899595671515287,0.15628126610824244,0.16042164274860243,0.16709345851814622,0.1743864019593488,0.16959266068518916
example: 1,0.18680122462245904,0.21695524828239654,0.18653619052425793,0.06323530904288331,0.05649149226840201,0.10753882324904518,0.14533248492446857,0.15699737166938713,0.15369375535716748,0.16742812105011187,0.17175164050271485,0.1750051091859608
example: 1,0.18680122462245904,0.21410989353266058,0.18740232999377265,0.06229545390066189,0.0583152691941254,0.10932035529235518,0.1504846001151211,0.15444499525163538,0.16033891020837318,0.1665943431112889,0.1756965839541762,0.17107758436040552
example: 1,0.18680122462245904,0.2249083244535288,0.18567635989805625,0.06085337688421057,0.059475922620837056,0.1027735240439248,0.14920542772566958,0.1544937584062803,0.1631619227068021,0.16467736070359865,0.16392091493310057,0.17732924866767308
example: 1,0.18680122462245904,0.184658095835985,0.18797357962269914,0.06214136028748993,0.06070015655113906,0.10706174873370183,0.1495919298273983,0.15789561588803241,0.16246633588276826,0.16218228154375802,0.1701865502107654,0.17335631864912354
example: 1,0.18680122462245904,0.1790470301963846,0.1883565275798975,0.060919462929809716,0.055051131026515356,0.10792894861837102,0.14883178188392998,0.15357162889350381,0.16019075656243245,0.16715738559244142,0.16944839078712037,0.17408961481901644
