states in environment: 5
example #,theoretical SI,SI using MI formula,SI using simluated steady state time slice,2,34,5,6,7,8,9,10
example: 1,0.34739667471493585,0.3619486707827252,0.3440712818335718,0.08715827413752948,0.1530156440483425,0.1884708968822268,0.2677749431161497,0.2817720801074522,0.28256862531234594,0.2949916357674366,0.299869063309405,0.30577628798155443
example: 1,0.34739667471493585,0.37488963944627346,0.3494228970898805,0.08638636999600276,0.1530584482841303,0.1866503162278047,0.2627503655321225,0.2772305818512031,0.2815621004216585,0.29313522568457084,0.2943862224885106,0.30579855492594044
example: 1,0.34739667471493585,0.34933528511715,0.35302464149731316,0.08557709908285555,0.15439614839891252,0.18660366964657749,0.262001948724656,0.277024799276124,0.2877619171551559,0.2955465804446741,0.2973505452821439,0.30628400657703775
example: 1,0.34739667471493585,0.3209586659848798,0.3526172013520195,0.08360600885111537,0.15551190506879128,0.18782821501121716,0.26575496042794755,0.2795589520163811,0.2875077027248483,0.2925102501448832,0.2970133226263836,0.30063197371817224
example: 1,0.34739667471493585,0.3513577626918333,0.3474592638794505,0.08336734499100158,0.15708714136475468,0.17945233944409866,0.26470491359245135,0.2771039662882151,0.2858284865883572,0.2900200997498656,0.29833567683697143,0.30153821871254505
example: 1,0.34739667471493585,0.36737000239121764,0.3446945567921988,0.08415484319459232,0.1571652492798521,0.1909699867671327,0.2650121746042549,0.2740822852430921,0.2858359942149904,0.2938627794741931,0.2909982932887832,0.30336915851521157
example: 1,0.34739667471493585,0.35292779625927684,0.34952164052737145,0.08474399044536447,0.15486810397323955,0.18877916701201558,0.2649884226541091,0.2721392470810426,0.28782675669507596,0.2899228544143404,0.2952459195828866,0.3015782685276525
example: 1,0.34739667471493585,0.357222274012596,0.34176573323477905,0.0857464467551879,0.15580797616995876,0.18736682789647488,0.26635524990083725,0.27688278056383536,0.2852786403227138,0.2892007681793329,0.2942798637089997,0.30676138415449444
example: 1,0.34739667471493585,0.3875506065656751,0.3483655936161783,0.0855860792964231,0.1545412609649446,0.18801649465225365,0.2669991100052834,0.27242187586086036,0.2876522566172051,0.29435335516673067,0.2949603788724431,0.30448030186200614
example: 1,0.34739667471493585,0.36547321139348976,0.3484571507395612,0.08486394916403323,0.15535155007263232,0.18501587389830834,0.26058205297384357,0.2768772009555583,0.2815206109355986,0.28853312699204986,0.29492861487963545,0.30049609560202833
example: 1,0.34739667471493585,0.34879318886695926,0.35086849491225514,0.08635312159136563,0.15358457812090234,0.18377839907368482,0.26441734220596963,0.27812339846572653,0.28318501087198467,0.2900478927127336,0.2964258545077299,0.30697932085463814
example: 1,0.34739667471493585,0.3594209552172965,0.34960224184023647,0.08871685475108028,0.15598426978000843,0.18400860784355486,0.26901978159609136,0.27700643821029336,0.2823424755970646,0.294412591726423,0.30030685000869967,0.3027609778915159
example: 1,0.34739667471493585,0.3101695560283009,0.34533576822328,0.08750491250243395,0.15526681349527272,0.1861379062234999,0.2650615137415783,0.2752261346473675,0.28328247768500003,0.28877741609620877,0.29685977019127485,0.30191787270430226
example: 1,0.34739667471493585,0.3182487789263472,0.3485879224566214,0.08523332309639921,0.15583794029655218,0.1851508222234827,0.2633046379036817,0.2734371757862586,0.2867518523272597,0.2912961447450494,0.30110605067010326,0.30457636874170296
example: 1,0.34739667471493585,0.3237037025752496,0.3473754507637328,0.0869015855281912,0.15543437949751496,0.18659684524276984,0.2628623373624654,0.27182358132195555,0.2909595349467989,0.29524027268248665,0.2975102533647513,0.30222788713672316
example: 1,0.34739667471493585,0.35458484551474245,0.3455656221426476,0.08618616894460558,0.15216138372865035,0.18784151165137655,0.26564533236535753,0.2737884177188124,0.2823399288250149,0.29292113113438406,0.2949464510370764,0.3103639513925653
example: 1,0.34739667471493585,0.3312325210149739,0.34764620323781087,0.08775007278538899,0.16006171034637418,0.1828802936221256,0.26556486332292556,0.2790107689065843,0.28262597746303003,0.2953512042244162,0.2946831743974674,0.31058274721622664
example: 1,0.34739667471493585,0.36630159866105116,0.34588787379821434,0.08525970885207777,0.15236566321730854,0.18418108597593486,0.2606926510587314,0.2761700799269604,0.28380670898689303,0.28676828049475,0.30136934895190454,0.30082210102493173
example: 1,0.34739667471493585,0.3698243704853954,0.34857120019558835,0.08548162380274629,0.1592727824923561,0.1899264296058933,0.26514415117530915,0.2754683132789856,0.2849614003366544,0.29116392379515355,0.30408313379825497,0.3022695663286521
example: 1,0.34739667471493585,0.34987363715960623,0.3606377906795823,0.08595167517705912,0.15563157566386043,0.18705966520381614,0.26651720370634263,0.2694629225366237,0.28402526765707775,0.29251789004441675,0.2985548832796504,0.3041187878662314
example: 1,0.34739667471493585,0.3798813901600502,0.3450138063713873,0.08882151373440789,0.1562879063075063,0.18694761040323044,0.2626753197832491,0.27536238078910075,0.2801036667656146,0.2903683762007458,0.301010012956,0.3031717787547221
example: 1,0.34739667471493585,0.36762306112398646,0.3460550797260144,0.08109982272983507,0.15335182181297247,0.18804788571628622,0.26493570596827215,0.28119270093489424,0.28079836623683796,0.292279307378471,0.2988824222173146,0.30120921510342247
example: 1,0.34739667471493585,0.34931708638189113,0.35443599750512733,0.08754268325887984,0.15456032077861404,0.18579881360801637,0.2689024970033224,0.27660275819753405,0.2876751732034764,0.30009441617761673,0.29987917125741426,0.30759537822793565
example: 1,0.34739667471493585,0.357704770066843,0.3466233469405329,0.08344091319666182,0.15107635189648305,0.18498548834827036,0.2667060074897367,0.2765596233531679,0.2859984761605946,0.2870012065367112,0.2954266077573542,0.3084917463352018
example: 1,0.34739667471493585,0.3512625355196808,0.3521265616567906,0.08645387989139397,0.15103640862206602,0.18446827006699434,0.26751011602253094,0.2713188865467959,0.2886245938797937,0.2943623151671117,0.29711006541477447,0.30421157274300026
example: 1,0.34739667471493585,0.3569418192523253,0.3459080554553272,0.08537927578559405,0.15343367583951537,0.18621207481147903,0.2672529485918945,0.277205175222627,0.28565649228286416,0.2931025408918959,0.2997763511279943,0.30897856460762124
example: 1,0.34739667471493585,0.39961027737496685,0.3568594418142663,0.08295809999109201,0.15342328684422826,0.19009027243814483,0.26666460285535015,0.2782213330626265,0.2877795032836865,0.28871677904050347,0.29856538420978956,0.30238484525158776
example: 1,0.34739667471493585,0.3600087650722255,0.34847666693495116,0.08432492747081007,0.15600553116653235,0.1821189168906964,0.2651529399619821,0.2746231511095324,0.28423078621426345,0.2933862388960288,0.2974450735870661,0.30444515705515446
example: 1,0.34739667471493585,0.3752063189063858,0.3494639315203417,0.08770026741647796,0.15639880665296402,0.1889633216081737,0.26219323626390023,0.2772836534853622,0.2877344498179167,0.29049127254918433,0.2993908158214491,0.30464689388909416
