states in environment: 5
example #,theoretical SI,SI using MI formula,SI using simluated steady state time slice,2,34,5,6,7,8,9,10
example: 1,0.2259591021604519,0.21921685717360698,0.23354372688509353,0.006608595844736369,0.0945357425026605,0.11186870599284278,0.17040485299871963,0.18224887588857708,0.18855101492505888,0.19307239190309997,0.19947192366043826,0.1993671384557828
example: 1,0.2259591021604519,0.20871786833311598,0.22560487008223892,0.006847992577569601,0.09643229996011918,0.11345199798356992,0.17383697521712793,0.18325819400700155,0.18346862415453039,0.19211331030933962,0.20111680562657833,0.20233894243141065
example: 1,0.2259591021604519,0.22411970124019015,0.22426626372843064,0.007179309712193252,0.09769169005144569,0.11679566897558036,0.16842639909444637,0.17745302660602758,0.18928775423325855,0.19585134889295464,0.19655402494244378,0.2062433975104682
example: 1,0.2259591021604519,0.2141739172034033,0.23455022849450557,0.006469719721578927,0.09949706690221712,0.11461474182708097,0.16969775421861422,0.17557326440018198,0.18722670247361442,0.19418040778865578,0.19629332990530407,0.20111880482414604
example: 1,0.2259591021604519,0.26008405881163327,0.22468033528193154,0.006825213876741007,0.09724329279783243,0.11429546905014866,0.1723664356520625,0.17927484441520036,0.18367179571801678,0.19213769655833465,0.20467787190235795,0.20235494865389733
example: 1,0.2259591021604519,0.2322625144794309,0.22370512512655613,0.0062675907568850815,0.0966643545716648,0.11812618525310649,0.17133263450793176,0.18427635175057375,0.18894000988042114,0.1958292271492091,0.19646658941959805,0.20615824268501193
example: 1,0.2259591021604519,0.2144452471266536,0.22941197821160297,0.0070660208478202395,0.09644274329299182,0.1111957553563837,0.1724264618814522,0.18370591726446034,0.18353931255983155,0.19910517248766646,0.19758876263748848,0.20353081215088714
example: 1,0.2259591021604519,0.2384805452050613,0.22419674121402045,0.006189496904119484,0.09603455192133309,0.10978651124975225,0.1706964553311932,0.17491363200538113,0.18913581632049004,0.19083825995317,0.1997839593062397,0.20035744680442996
example: 1,0.2259591021604519,0.23748116220907037,0.22328327277951632,0.00691025068184929,0.09887569172928067,0.11187014292098243,0.1713662015796406,0.17749534598726333,0.19023673004142455,0.18976570668237863,0.19622691388501984,0.20105077156660703
example: 1,0.2259591021604519,0.2367326381005836,0.22614250817941958,0.006786494102179461,0.09666562243897521,0.11699768233500601,0.17245425116215454,0.1798526808891654,0.18482941101235165,0.19321407278832792,0.1954456033096155,0.2028913742587725
example: 1,0.2259591021604519,0.23103112800386869,0.22969891276812993,0.007573427515960628,0.09649384252381356,0.11111284081854801,0.1704770164512162,0.1776304964438143,0.1895758052713672,0.19626599592848212,0.20185905455268127,0.20114219286313362
example: 1,0.2259591021604519,0.21296754659470749,0.22775063224482345,0.007216038039034446,0.09733267892444564,0.11477958521559543,0.17213888379377792,0.17663827416722813,0.18998197968067682,0.19079017503148482,0.1965312535114451,0.20436572556808458
example: 1,0.2259591021604519,0.2445026438811042,0.22738010833677896,0.007862121420799792,0.0979813238857344,0.11077342098323277,0.1698102533491317,0.18161675732570137,0.18954105773126007,0.19266517123999272,0.20166871410669504,0.20134068580077166
example: 1,0.2259591021604519,0.24019116581204064,0.2295173398455211,0.006263074918775399,0.09736317107546241,0.11084779889727281,0.17221296735305966,0.17958003139971912,0.1871610524822619,0.19148827600060742,0.20412888469500806,0.20464042763120044
example: 1,0.2259591021604519,0.24607467967736427,0.22765041372862851,0.0068339106081104686,0.09762541794368776,0.1131311967942874,0.16789896495951107,0.1840058527812025,0.19273120626093593,0.19592974384487413,0.20016084271756204,0.2024724188825103
example: 1,0.2259591021604519,0.22922318794793137,0.22780777918811343,0.006178512937488581,0.09635026446777795,0.11332856773798852,0.17066456522874654,0.18193469850747104,0.19176446307325087,0.19216067341560977,0.19828022644908144,0.20166801244944052
example: 1,0.2259591021604519,0.25385602301652366,0.22914952464861407,0.006360184411442181,0.09642712316049805,0.1139214362637404,0.17061839937224288,0.17844688505323852,0.1893776029162093,0.19752516707986462,0.19523538972649523,0.20297927400119561
example: 1,0.2259591021604519,0.19546146120308894,0.22960083753377397,0.006860290253859594,0.09874462178004793,0.11324460008878556,0.16934923321664763,0.1788083193876204,0.1886850795752865,0.1906996142135677,0.20030462981244737,0.20435930591170667
example: 1,0.2259591021604519,0.24188120704808128,0.23181758081266587,0.00676135297524482,0.0980700357436426,0.11440465769608572,0.1700908833514577,0.18383786857497747,0.19130625649626745,0.19472881084808322,0.1943927647958146,0.20511433867388643
example: 1,0.2259591021604519,0.252923409071389,0.22653799399165686,0.006964064770831387,0.09666821764803792,0.11304508027014536,0.17621930322355045,0.18154406343857543,0.18522084531178273,0.19631348138304677,0.1961950153454135,0.20439188617877793
example: 1,0.2259591021604519,0.2598980861735225,0.2227390038258677,0.007574274428924672,0.09739020928705572,0.11443922917114104,0.16916629350756857,0.17856138234613492,0.1833584188136976,0.1930385018599682,0.1975127358265875,0.20425661366784925
